"","object","original_response","cleaned_response","creativity"
"10755","brick","als dekking gebruiken","dekking","2"
"10756","brick","om mee te 'demonstreren'/rellen","demonstreren rellen","3"
"10757","brick","deur open te houden","deur open houden","1"
"10758","brick","deur openhouden","deur openhouden","1"
"10759","brick","deur openhouder","deur openhouden","1"
"10760","brick","deurstopper","deurstopper","1"
"10761","brick","andere dingen bouwen","dingen bouwen","1"
"10762","brick","dingen stuk maken","dingen stuk","1"
"10763","brick","of er dingen mee vijzelen","dingen vijzelen","3"
"10764","brick","om iemand dood te slaan","dood slaan","1"
"10765","brick","om iemand mee dood te slaan","dood slaan","1"
"10766","brick","om iemand mee dood te slaan.","dood slaan","1"
"10767","brick","eentje in een voetbal naaien en dan mee laten doen aan een echte wedstrijd","eentje voetbal naaien laten echte wedstrijd","5"
"10768","brick","iemand in elkaar slaan","elkaar slaan","1"
"10769","brick","Om ergens hard tegenaan te slaan","ergens hard tegenaan slaan","1"
"10770","brick","om ergens onder te leggen, als voet voor een boekenkist/kast oid","ergens onder leggen voet boekenkast","1"
"10771","brick","erin beeldhouwen","erin beeldhouwen","2"
"10772","brick","erop tekenen","erop tekenen","2"
"10773","brick","om erop te zitten","erop zitten","1"
"10774","brick","er je eten op leggen zodat je het niet op de grond hoeft neer te leggen","eten leggen zodat niet grond hoeft neer leggen","3"
"10775","brick","figuurtjes uit schuren","figuurtjes schuren","3"
"10776","brick","forten mee bouwen","forten bouwen","2"
"10777","brick","op photos te platten","foto s platten","2"
"10778","brick","gebouw maken","gebouw","1"
"10779","brick","als gespreksonderwerp","gespreksonderwerp","4"
"10780","brick","gewicht","gewicht","1"
"10781","brick","Om iets ballast / gewicht te geven","gewicht geven","1"
"10782","brick","gewicht heffen","gewicht heffen","1"
"10783","brick","gewicht voor krachtoefening","gewicht krachtoefening","1"
"10784","brick","als gewichten gebruiken om een lijk mee te laten zinken op zee","gewichten lijk laten zinken zee","3"
"10785","brick","als gewichten voor sporten.","gewichten sporten","1"
"10786","brick","gewichtheffen","gewichtheffen","1"
"10787","brick","als gewichtje om papieren op hun plaats te houden","gewichtje papieren plaats houden","1"
"10788","brick","je kunt er ook gewoon noten mee kraken","gewoon noten kraken","2"
"10789","brick","gooien","gooien","1"
"10790","brick","gooien","gooien","1"
"10791","brick","ermee gooien","gooien","1"
"10792","brick","om groter te lijken tijdens een presentatie","groter lijken tijdens presentatie","2"
"10793","brick","Om iemand hersenen in te rammen","hersenen rammen","1"
"10794","brick","naar hooligans van andere voetbalclub gooien","hooligans voetbalclub gooien","2"
"10795","brick","Een huis bouwen","huis bouwen","1"
"10796","brick","huisbouwen","huis bouwen","1"
"10797","brick","je kunt er een huis mee bouwen","huis bouwen","1"
"10798","brick","huis bouwen","huis bouwen","1"
"10799","brick","huis bouwen","huis bouwen","1"
"10800","brick","huis bouwen","huis bouwen","1"
"10801","brick","huis bouwen","huis bouwen","1"
"10802","brick","een huis bouwen","huis bouwen","1"
"10803","brick","huis bouwen","huis bouwen","1"
"10804","brick","huis mee bouwen","huis bouwen","1"
"10805","brick","als huisdier","huisdier","4"
"10806","brick","om huizen te bouwen","huizen bouwen","1"
"10807","brick","huizen bouwen","huizen bouwen","1"
"10808","brick","huizen bouwen","huizen bouwen","1"
"10809","brick","op iemands hoofd gooien","iemands hoofd gooien","1"
"10810","brick","door iemands ruit gooien","iemands ruit gooien","1"
"10811","brick","je kunt het aan iemands voeten binden en ze in een meer gooien","iemands voeten binden gooien","3"
"10812","brick","er een iglo van bouwen","iglo bouwen","2"
"10813","brick","inbreken","inbreken","2"
"10814","brick","er iets mee indeuken","indeuken","2"
"10815","brick","inpakken en kado geven","inpakken cadeau geven","2"
"10816","brick","jam opsmeren","jam opsmeren","3"
"10817","brick","jenga spelen","jenga spelen","2"
"10818","brick","om jezelf groter te maken","jezelf groter","2"
"10819","brick","Om jezelf te verdedigen","jezelf verdedigen","2"
"10820","brick","iets kapot mee maken","kapot","1"
"10821","brick","Om kapot te laten vallen","kapot laten vallen","1"
"10822","brick","als kast","kast","2"
"10823","brick","om (vuurwerk)klappertjes mee te laten afgaan","klappertjes laten afgaan","3"
"10824","brick","om je kleding kreukelvrij te houden","kleding kreukelvrij houden","3"
"10825","brick","je kunt je een klein klein beetje verweren tegen de enorme hoeveelheid munitie en schilden van de ME","klein klein beetje verweren tegen enorme hoeveelheid munitie schilden","4"
"10826","brick","de kleurstof uit de baksteen gebruiken","kleurstof baksteen","4"
"10827","brick","om ermee te knutselen","knutselen","2"
"10828","brick","als kookelement","kookelement","2"
"10829","brick","om kracht te trainen","kracht trainen","1"
"10830","brick","mee krassen op tegel als krijt","krassen tegel krijt","1"
"10831","brick","op krijten","krijten","1"
"10832","brick","op krijten","krijten","1"
"10833","brick","kruiden mee verpulveren","kruiden verpulveren","3"
"10834","brick","krukje","krukje","1"
"10835","brick","als kunstobject","kunstobject","1"
"10836","brick","leggen","leggen","1"
"10837","brick","leren balanceren door hem op je hoofd te zetten","leren balanceren hoofd zetten","3"
"10838","brick","als liniaal om een rechte lijn te trekken","liniaal rechte lijn trekken","3"
"10839","brick","om lucifers tegen af te strijken als je ht doosje kwijt bent","lucifers tegen af strijken doosje kwijt bent","3"
"10840","brick","als massagelement","massage element","3"
"10841","brick","je kunt er mensen mee castreren","mensen castreren","3"
"10842","brick","messen slijpen","messen slijpen","2"
"10843","brick","om mee te metselen","metselen","1"
"10844","brick","metselen","metselen","1"
"10845","brick","om een muur mee te maken","muur","1"
"10846","brick","muur maken","muur","1"
"10847","brick","muur","muur","1"
"10848","brick","muur bouwen","muur bouwen","1"
"10849","brick","muur bouwen","muur bouwen","1"
"10850","brick","muur bouwen","muur bouwen","1"
"10851","brick","om een muur op te klimmen","muur klimmen","2"
"10852","brick","muurtje maken","muurtje","1"
"10853","brick","je kunt je nagels eraan vijlen","nagels eraan vijlen","2"
"10854","brick","om op iets neer te leggen zodat het niet weg waait","neer leggen zodat niet weg waait","1"
"10855","brick","op iets neerzetten zodat het niet weg waait","neerzetten zodat niet weg waait","1"
"10856","brick","om onder je stoel te zetten wanneer deze wiebelt omdat de poten ongelijk staan","onder stoel zetten wanneer wiebelt poten ongelijk staan","1"
"10857","brick","onder een tafelpoot om te voorkomen dat hij wiebelt","onder tafelpoot voorkomen wiebelt","1"
"10858","brick","onder voet binden als plateauzool","onder voet binden plateauzool","3"
"10859","brick","onder iets zetten","onder zetten","1"
"10860","brick","als onderdeel van een creatief voorwerp?","onderdeel creatief voorwerp","1"
"10861","brick","onderlegger dat iets niet weg waait","onderlegger niet weg waait","1"
"10862","brick","als een onderzetter","onderzetter","1"
"10863","brick","als onderzetter","onderzetter","1"
"10864","brick","als onderzetter","onderzetter","1"
"10865","brick","onderzetter","onderzetter","1"
"10866","brick","te gebruiken als onderzoeksvoorwerp","onderzoeksvoorwerp","4"
"10867","brick","opblazen","opblazen","2"
"10868","brick","openhaard mee bouwen","open haard bouwen","2"
"10869","brick","als ophaalbrug","ophaalbrug","3"
"10870","brick","opstapelen","opstapelen","1"
"10871","brick","opstapelen totdat je er niet meer bij kunt","opstapelen totdat niet","2"
"10872","brick","opstapje","opstapje","1"
"10873","brick","er iets opzetten (als een kunstwerk en de steen als basis gebruiken)","opzetten","1"
"10874","brick","pakken","pakken","1"
"10875","brick","als papier houder","papier houder","1"
"10876","brick","Om er papier over te leggen, daarop te tekenen/verven/krijten en een apart patroon te krijgen","papier leggen daarop tekenen verven krijten apart patroon krijgen","4"
"10877","brick","picnic kleed beschermen tegen wind","picknick kleed beschermen tegen wind","1"
"10878","brick","pion","pion","2"
"10879","brick","om pizza's op te bakken","pizza s bakken","3"
"10880","brick","om iemand mee te kunnen plagen op allerlei manier","plagen allerlei manier","2"
"10881","brick","planten bak","planten bak","1"
"10882","brick","om planten dood te maken","planten dood","2"
"10883","brick","als een plantbak","plantenbak","1"
"10884","brick","naar politie gooien","politie gooien","2"
"10885","brick","presse papier","presse papier","1"
"10886","brick","proberen door midden te zagen","proberen midden zagen","2"
"10887","brick","proberen met een spijker het aan de muur te hangen","proberen spijker muur hangen","3"
"10888","brick","raam in gooien","raam gooien","1"
"10889","brick","om een raam mee door te gooien","raam gooien","1"
"10890","brick","raam inslaan","raam inslaan","1"
"10891","brick","om ramen in te gooien","ramen gooien","1"
"10892","brick","ramen in gooie","ramen gooien","1"
"10893","brick","je kunt de ramen ingooien van de lokale overheid","ramen ingooien lokale overheid","2"
"10894","brick","regaal uit bouwen","regaal bouwen","2"
"10895","brick","je kunt er een revolutie mee beginnen","revolutie beginnen","5"
"10896","brick","op rug leggen als massage 'tool'","rug leggen massage hulpmiddel","3"
"10897","brick","ruilen","ruilen","1"
"10898","brick","Om een ruit in te gooien","ruit gooien","1"
"10899","brick","door een ruit gooien","ruit gooien","1"
"10900","brick","door ruit gooien","ruit gooien","1"
"10901","brick","door de ruit gooien van de buurvrouw...","ruit gooien buurvrouw","2"
"10902","brick","Een ruit ingooien","ruit ingooien","1"
"10903","brick","een ruit mee ingooien","ruit ingooien","1"
"10904","brick","om ruiten in te gooien","ruiten gooien","1"
"10905","brick","op schilderen/decoreren","schilderen decoreren","2"
"10906","brick","schuur","schuur","1"
"10907","brick","iemand mee slaan","slaan","1"
"10908","brick","om een sleutel onder te verstoppen","sleutel onder verstoppen","2"
"10909","brick","mee slijpen","slijpen","2"
"10910","brick","sloopattribuut","sloopattribuut","1"
"10911","brick","spelen","spelen","1"
"10912","brick","op staan","staan","1"
"10913","brick","iets stevig vasthouden zoals een gelijmd stuk","stevig vasthouden zoals gelijmd stuk","2"
"10914","brick","als stoel","stoel","1"
"10915","brick","op je stoel leggen als kussen","stoel leggen kussen","2"
"10916","brick","stoep aanleggen","stoep aanleggen","1"
"10917","brick","als stoepkrijt gebruiken","stoepkrijt","1"
"10918","brick","een straat maken","straat","1"
"10919","brick","straat aanleggen","straat aanleggen","1"
"10920","brick","Een straat betegelen","straat betegelen","1"
"10921","brick","straat mee betegelen?","straat betegelen","1"
"10922","brick","straffen","straffen","2"
"10923","brick","om je stress af te richten","stress af richten","3"
"10924","brick","er iets mee stuk slaan","stuk slaan","1"
"10925","brick","stuk vlees mee plat slaan","stuk vlees plat slaan","2"
"10926","brick","in stukjes hakken en een spel doen met de kleine steentjes","stukjes hakken spel kleine steentjes","3"
"10927","brick","in stukken hakken","stukken hakken","1"
"10928","brick","tafel maken","tafel","2"
"10929","brick","een tafel met 1 ongelijke poot recht maken","tafel ongelijke poot recht","1"
"10930","brick","tafel of stoelpoot","tafel stoelpoot","1"
"10931","brick","tegen de deur zetten zodat ie open blijft staan","tegen deur zetten zodat ie open blijft staan","1"
"10932","brick","Om tegen een politieman aan te gooien","tegen politieman gooien","2"
"10933","brick","trapje","trapje","1"
"10934","brick","je kunt er een trappetje van bouwen zodat je bij het dak van je huis kunt","trappetje bouwen zodat dak huis","2"
"10935","brick","ermee trommelen","trommelen","3"
"10936","brick","tunnels maken voor mieren","tunnels mieren","2"
"10937","brick","hem uithollen en gebruiken als bakje","uithollen bakje","3"
"10938","brick","het verbrijzelen en als grind op je pad strooien","verbrijzelen grind pad strooien","3"
"10939","brick","verdedigen","verdedigen","2"
"10940","brick","om iemand te verdrinken","verdrinken","2"
"10941","brick","verkopen","verkopen","1"
"10942","brick","om iets te versperren","versperren","2"
"10943","brick","Om iets te vertellen over de westerse cultuur","vertellen westerse cultuur","4"
"10944","brick","verfen","verven","1"
"10945","brick","iets verzwaren","verzwaren","1"
"10946","brick","je kunt je voeten eelt eraan vijlen :D","voeten eelt eraan vijlen","2"
"10947","brick","voetensteun","voetensteun","2"
"10948","brick","voorkomen dat iets wegwaait","voorkomen wegwaait","1"
"10949","brick","om in de vuilnisbak te doen onderaan, wanneer je voor straf op de middelbare school de bosjes moet schoonmaken","vuilnisbak onderaan","4"
"10950","brick","wapem","wapen","1"
"10951","brick","als wapen","wapen","1"
"10952","brick","als wapen gebruiken","wapen","1"
"10953","brick","wapen","wapen","1"
"10954","brick","wapen","wapen","1"
"10955","brick","wapen","wapen","1"
"10956","brick","om zelf warme voeten door te houden, in bed (eerst de baksteen opwarmen in de open haard en dan een paar handdoeken er omheen)","warme voeten houden bed","3"
"10957","brick","wc-papier erom heen wikkelen","wc papier erom heen wikkelen","2"
"10958","brick","wegen maken","wegen","1"
"10959","brick","Om je woede te uiten","woede uiten","3"
"10960","brick","als yoga-steen","yoga steen","4"
"10961","brick","als zitje gebruiken","zitje","1"
"10962","brick","een zitje voor een pop","zitje pop","2"
"10963","brick","zitten","zitten","1"
"10964","brick","om iets zwaar te maken( met behulp van een zeil)","zwaar","2"
"10965","fork","ermee de aandacht vragen door op je glas te tikken","aandacht vragen glas tikken","2"
"10966","fork","als aantrekker van magneten.","aantrekker magneten","3"
"10967","fork","je kunt er iemand mee aanvallen in z'n oog","aanvallen z n oog","3"
"10968","fork","om aarde los te maken( tuinieren)","aarde los","2"
"10969","fork","met de achtergrond een potje openen","achtergrond potje openen","1"
"10970","fork","als achterkant dik en wat zwaarder is, dan kan je het gebruiken als hamer","achterkant dik zwaarder hamer","3"
"10971","fork","de achterkant gebruiken om te roeren","achterkant roeren","2"
"10972","fork","om af te wassen","af wassen","1"
"10973","fork","afwassen","afwassen","1"
"10974","fork","alle tanden een andere kant op buigen en dan aan het bezoek geven","alle tanden kant buigen bezoek geven","5"
"10975","fork","als armbandje (gebogen vorm op de pols)","armbandje","2"
"10976","fork","om in bad mee te spelen (het kan bv. een dolfijn zijn...)","bad spelen","5"
"10977","fork","om een ballon mee kapot te prikken","ballon kapot prikken","2"
"10978","fork","een ballon proberen mee lek te prikken","ballon proberen lek prikken","2"
"10979","fork","om balonnen mee leeg te prikken","balonnen leeg prikken","2"
"10980","fork","bessen te harken uit een struik","bessen harken struik","3"
"10981","fork","bestek","bestek","1"
"10982","fork","bierflesje openen","bierflesje openen","2"
"10983","fork","op het bord krassen","bord krassen","2"
"10984","fork","als borstel om klitten uit je haar te krijgen","borstel klitten haar krijgen","1"
"10985","fork","Als brei instrument o.i.d.","brei instrument","3"
"10986","fork","om om te buigen (illusionist, goocheltruc)","buigen","3"
"10987","fork","darten","darten","3"
"10988","fork","dartpijl","dartpijl","3"
"10989","fork","als dartpijl","dartpijl","3"
"10990","fork","Als decor op tafel","decor tafel","1"
"10991","fork","Als decoratie bij een gerecht gebruiken","decoratie gerecht","1"
"10992","fork","dergelijke dingen opprikken","dergelijke dingen opprikken","2"
"10993","fork","een deur mee openmaken","deur openmaken","2"
"10994","fork","deuren open maken","deuren open","2"
"10995","fork","je kunt er dingen mee uit het putje halen waar je niet bij kunt","dingen putje halen waar niet","1"
"10996","fork","een doos mee open maken","doos open","1"
"10997","fork","als eetstokje","eetstokje","2"
"10998","fork","je envelop ermee openen","envelop openen","1"
"10999","fork","Om ergens gaatjes mee in te prikken","ergens gaatjes prikken","1"
"11000","fork","ergens gaatjes in prikken","ergens gaatjes prikken","1"
"11001","fork","als je ergens niet bij kan, vork gebruiken om het naar je toe te trekken","ergens niet vork toe trekken","3"
"11002","fork","om ergens in te kunnen prikken","ergens prikken","1"
"11003","fork","Om iets ergens mee tussenuit te peuteren","ergens tussenuit peuteren","1"
"11004","fork","om mee te eten","eten","1"
"11005","fork","eten","eten","1"
"11006","fork","eten","eten","1"
"11007","fork","eten","eten","1"
"11008","fork","Eten","eten","1"
"11009","fork","eten","eten","1"
"11010","fork","je kunt ermee eten","eten","1"
"11011","fork","eten","eten","1"
"11012","fork","Om mee te eten","eten","1"
"11013","fork","eten","eten","1"
"11014","fork","eten","eten","1"
"11015","fork","eten","eten","1"
"11016","fork","om mee te eten","eten","1"
"11017","fork","eten","eten","1"
"11018","fork","om te eten","eten","1"
"11019","fork","eten","eten","1"
"11020","fork","eten","eten","1"
"11021","fork","er je eten mee eten","eten eten","1"
"11022","fork","Om eten naar je mond te brengen","eten mond brengen","1"
"11023","fork","eten opeten","eten opeten","1"
"11024","fork","eten prakken","eten prakken","1"
"11025","fork","om eten te prakken","eten prakken","1"
"11026","fork","om je eten mee te prakken","eten prakken","1"
"11027","fork","om eten aan te prikken","eten prikken","1"
"11028","fork","met eten spelen","eten spelen","2"
"11029","fork","Om etiquette te leren","etiquette leren","2"
"11030","fork","om figuurtjes mee in de boter te maken","figuurtjes boter","2"
"11031","fork","food fight houden","food fight houden","3"
"11032","fork","gaat voor oorbel mee maken","gaat oorbel","3"
"11033","fork","gaatjes te prikken in de taartbodem voordat je 'm afbakt","gaatjes prikken taartbodem voordat m afbakt","1"
"11034","fork","gaatjes maken in stoommaaltijd","gaatjes stoommaaltijd","1"
"11035","fork","gaten in je spijkerbroek maken","gaten spijkerbroek","2"
"11036","fork","als gewicht om iets af te sluiten","gewicht af sluiten","3"
"11037","fork","om in je glaasje water met medicijnen te roeren","glaasje water medicijnen roeren","2"
"11038","fork","gooie","gooie","1"
"11039","fork","grapjes uithalen","grapjes uithalen","3"
"11040","fork","graven","graven","2"
"11041","fork","graven","graven","1"
"11042","fork","groentetuin in een bak aanharken","groentetuin bak aanharken","2"
"11043","fork","je kunt hem in de grond zetten en er een plant langs laten klimmen","grond zetten plant langs laten klimmen","4"
"11044","fork","grote stukken klein krijg","grote stukken klein krijg","2"
"11045","fork","om door de haar te gaan","haar gaan","1"
"11046","fork","om je haar mee te kammen","haar kammen","1"
"11047","fork","haar kammen","haar kammen","1"
"11048","fork","om je haar mee te kammen","haar kammen","1"
"11049","fork","om je haar te kammen","haar kammen","1"
"11050","fork","haar in model kammen","haar model kammen","1"
"11051","fork","hakken","hakken","1"
"11052","fork","om iets uit uit te halen, als iets vast zit","halen vast zit","1"
"11053","fork","mee haren kammen","haren kammen","1"
"11054","fork","haren kammen","haren kammen","1"
"11055","fork","als hark voor in een minituintje","hark minituintje","2"
"11056","fork","hefboom","hefboom","3"
"11057","fork","als hefboom","hefboom","3"
"11058","fork","hooi mee vervoeren","hooi vervoeren","3"
"11059","fork","horloge reparenen","horloge reparenen","4"
"11060","fork","als houder","houder","1"
"11061","fork","in huid prikken als massage","huid prikken massage","3"
"11062","fork","je kunt er iemands oog mee uitsteken","iemands oog uitsteken","3"
"11063","fork","in inkt deppen en daarmee drie lijnen tekenen voor kunstwerk","inkt deppen daarmee lijnen tekenen kunstwerk","2"
"11064","fork","er je instrument mee stemmen","instrument stemmen","3"
"11065","fork","Om in te investeren (een vork van een wa","investeren vork wa","4"
"11066","fork","japanners jaloers maken die met stokjes zitten te prutsen","japanners jaloers stokjes zitten prutsen","4"
"11067","fork","Om jezelf te verdedigen","jezelf verdedigen","2"
"11068","fork","om jouw nagels schoon te houden","jouw nagels schoon houden","2"
"11069","fork","kam","kam","1"
"11070","fork","als kam gebruiken","kam","1"
"11071","fork","kam","kam","1"
"11072","fork","als kam voor je haar","kam haar","1"
"11073","fork","gebruiken om kapotte band van velg te halen","kapotte band velg halen","4"
"11074","fork","als katapult","katapult","2"
"11075","fork","als katapult gebruiken","katapult","2"
"11076","fork","als ketting (meerdere vorken aan elkaar gebogen)","ketting","2"
"11077","fork","als kettinghouder (vork in de muur)","kettinghouder","4"
"11078","fork","Om naar te kijken","kijken","1"
"11079","fork","Om kinderen te leren eten","kinderen leren eten","2"
"11080","fork","uit een klein gaatje iets los te maken","klein gaatje los","1"
"11081","fork","om iets kleins uit iets te kunnen halen wanneer het daar bijvoorbeeld is ingevallen","kleins halen wanneer oorbeeld ingevallen","1"
"11082","fork","als klipje","klipje","2"
"11083","fork","om mee te koken en te bakken","koken bakken","1"
"11084","fork","kopen","kopen","1"
"11085","fork","krabber","krabber","2"
"11086","fork","krassen","krassen","1"
"11087","fork","krassen maken in andere dingen","krassen dingen","1"
"11088","fork","over krijtbord laten piepe","krijtbord laten piepe","2"
"11089","fork","Als kunstobject ophangen in huis","kunstobject ophangen huis","1"
"11090","fork","je kunt er een kunstwerk van maken","kunstwerk","1"
"11091","fork","als kunstwerk?","kunstwerk","1"
"11092","fork","kwast","kwast","2"
"11093","fork","iets mee lanceren","lanceren","3"
"11094","fork","om te laten versmelten","laten versmelten","2"
"11095","fork","als lepel","lepel","2"
"11096","fork","lepel","lepel","2"
"11097","fork","te gebruiken als er geen lepel aanwezig is","lepel aanwezig","2"
"11098","fork","Iets los wrikken","los wrikken","1"
"11099","fork","iets lospeuteren met een vork","lospeuteren vork","1"
"11100","fork","massage","massage","3"
"11101","fork","je kunt er mensen mee bedreigen zonder dat je iets gaat doen","mensen bedreigen gaat","2"
"11102","fork","je kunt er mensen mee overtuigen dat je sicke mind powers hebt door hem te buigen","mensen overtuigen sicke mind powers hebt buigen","3"
"11103","fork","mensen pesten door ze te pieken","mensen pesten pieken","2"
"11104","fork","als mes","mes","2"
"11105","fork","mes","mes","2"
"11106","fork","als mes gebruiken","mes","2"
"11107","fork","je kunt hem ook gebruiken als mes, vooral bij tompoucen","mes vooral tompoucen","2"
"11108","fork","als metalen snor","metalen snor","4"
"11109","fork","je kunt er dat moeilijke stukje op je rug mee krabben","moeilijke stukje rug krabben","2"
"11110","fork","mondspieren trainen door vork in je mond te houden zonder handen te gebruiken","mondspieren trainen vork mond houden handen","4"
"11111","fork","Om een mooi patroon ergens op te maken","mooi patroon ergens","2"
"11112","fork","motor onderdeel","motor onderdeel","4"
"11113","fork","in de muur prikken en als kapstok gebruiken","muur prikken kapstok","4"
"11114","fork","muziek maken","muziek","2"
"11115","fork","iemand mee neersteken","neersteken","1"
"11116","fork","niet bij de andere vorken maar bij de messen leggen","niet vorken messen leggen","4"
"11117","fork","ombuigen","ombuigen","1"
"11118","fork","ombuigen in een hartje","ombuigen hartje","3"
"11119","fork","omsmelten tot een mooie ketting","omsmelten mooie ketting","3"
"11120","fork","omsmelten en verkopen als ie van zilver is","omsmelten verkopen ie zilver","3"
"11121","fork","onder je kussen meeslapen","onder kussen meeslapen","4"
"11122","fork","iets open te maken","open","1"
"11123","fork","Iets opliften","opliften","3"
"11124","fork","Iets oppakken","oppakken","3"
"11125","fork","om een pakketje mee te openen","pakketje openen","1"
"11126","fork","als percussie-instrument te gebruiken","percussie instrument","3"
"11127","fork","als perforator","perforator","3"
"11128","fork","op een photo doen alsof men in een gevangnis is","photo alsof gevangnis","5"
"11129","fork","iemand er pijn mee doen :(","pijn","1"
"11130","fork","iemand pijn doen","pijn","1"
"11131","fork","iets mee op zijn plaats houden","plaats houden","3"
"11132","fork","om een plaats te makeren","plaats makeren","3"
"11133","fork","plakkerige rotzooi mee verwijderen","plakkerige rotzooi verwijderen","2"
"11134","fork","plastic verpakkingen openmaken","plastic verpakkingen openmaken","1"
"11135","fork","om hem op te poetsen","poetsen","2"
"11136","fork","Als priem","priem","1"
"11137","fork","prikken","prikken","1"
"11138","fork","prikken","prikken","1"
"11139","fork","Om iets aan te prikken","prikken","1"
"11140","fork","prikken","prikken","1"
"11141","fork","om iets mee op te prikken","prikken","2"
"11142","fork","iemand ermee prikken","prikken","1"
"11143","fork","iets op prikken","prikken","1"
"11144","fork","om iemand mee te prikken","prikken","1"
"11145","fork","prikken","prikken","1"
"11146","fork","om ravioli dicht te maken","ravioli dicht","2"
"11147","fork","riem kleiner maken","riem kleiner","3"
"11148","fork","roeren","roeren","2"
"11149","fork","om op je rug te krabben","rug krabben","2"
"11150","fork","op je rug mee krabben","rug krabben","2"
"11151","fork","je rug krabben","rug krabben","2"
"11152","fork","ruggenkrabber","ruggenkrabber","2"
"11153","fork","als ruggenkrabber gebruiken","ruggenkrabber","2"
"11154","fork","schaven","schaven","3"
"11155","fork","schep","schep","2"
"11156","fork","om te schilderen","schilderen","2"
"11157","fork","schoenlepel","schoenlepel","2"
"11158","fork","Als schoenlepel","schoenlepel","2"
"11159","fork","als schoenlepel gebruiken","schoenlepel","2"
"11160","fork","Om je schoenveters mee los te maken","schoenveters los","4"
"11161","fork","als schrijfobject","schrijfobject","2"
"11162","fork","schrijven","schrijven","2"
"11163","fork","schroefjes vast draaien","schroefjes vast draaien","2"
"11164","fork","als schroevendraaier.","schroevendraaier","2"
"11165","fork","als sier","sier","1"
"11166","fork","Om om te smelten","smelten","2"
"11167","fork","smeren","smeren","2"
"11168","fork","snijden","snijden","2"
"11169","fork","Om te sparen","sparen","2"
"11170","fork","als speelgoed","speelgoed","1"
"11171","fork","Om mee te spelen?","spelen","1"
"11172","fork","spiezen","spiezen","1"
"11173","fork","het gebruiken als standaard voor notebriefjes (om die erop te prikken)","standaard notebriefjes","3"
"11174","fork","steken","steken","1"
"11175","fork","steken","steken","1"
"11176","fork","steken","steken","1"
"11177","fork","stemvork","stemvork","3"
"11178","fork","symbool voor poseidon","symbool poseidon","4"
"11179","fork","Tafel dekken","tafel dekken","1"
"11180","fork","je kunt hem gebruiken als tandenstoker","tandenstoker","2"
"11181","fork","om mee te tekenen (bijv. in zand)","tekenen","2"
"11182","fork","als tekenobject","tekenobject","2"
"11183","fork","tijdens het bakken de bodem inpieken","tijdens bakken bodem inpieken","1"
"11184","fork","als tool als iets te ver boven is en je kan het niet bereiken","tool ver boven niet bereiken","3"
"11185","fork","Trommelen","trommelen","2"
"11186","fork","mee trommelen","trommelen","2"
"11187","fork","tussen een schuifraam zetten zodat die niet dicht kan schuifen","tussen schuifraam zetten zodat niet dicht schuifen","3"
"11188","fork","iets tussen je tanden vandaan halen","tussen tanden vandaan halen","2"
"11189","fork","vast binden aan stok en mee jagen","vast binden stok jagen","4"
"11190","fork","vast houden","vast houden","1"
"11191","fork","om iets vast te prikken in een bord","vast prikken bord","3"
"11192","fork","verdedigingswapen","verdedigingswapen","1"
"11193","fork","als verdedigingswapen op zak","verdedigingswapen zak","1"
"11194","fork","het in de verf dopen en ermee schilderen","verf dopen schilderen","2"
"11195","fork","om te verkopen","verkopen","1"
"11196","fork","verkopen op marktplaats voor 1000 euro","verkopen marktplaats euro","2"
"11197","fork","verven","verven","2"
"11198","fork","Om iemand te verwonden","verwonden","1"
"11199","fork","om je viool te stemmen","viool stemmen","3"
"11200","fork","Vlees omdraaien in een pan","vlees omdraaien pan","2"
"11201","fork","om mee in het vlees te prikken om te kijken of het gaar is","vlees prikken kijken gaar","1"
"11202","fork","iemand ermee voeren","voeren","2"
"11203","fork","op je voet mee krabben","voet krabben","2"
"11204","fork","als vork","vork","1"
"11205","fork","je kunt vorken gebruiken als punaises op je prikbord","vorken punaises prikbord","4"
"11206","fork","de vorm overtrekken","vorm overtrekken","3"
"11207","fork","vormpjes in deeg maken","vormpjes deeg","1"
"11208","fork","vuurmaken","vuurmaken","4"
"11209","fork","je kunt er waarschijnlijk chirurgie mee uitvoeren als het moet","waarschijnlijk chirurgie uitvoeren","4"
"11210","fork","wapen","wapen","1"
"11211","fork","als wapen","wapen","1"
"11212","fork","wapen","wapen","1"
"11213","fork","als wapen","wapen","1"
"11214","fork","Als wapen","wapen","1"
"11215","fork","wapen","wapen","1"
"11216","fork","wapen","wapen","1"
"11217","fork","wapen","wapen","1"
"11218","fork","weggooien","weggooien","1"
"11219","fork","iets mee wegschieten (katapult)","wegschieten","2"
"11220","fork","Om de westerse cultuur uit te leggen","westerse cultuur leggen","4"
"11221","fork","je kunt ermee weven, als je draadjes door de vorksteeltjes doet enzo","weven draadjes vorksteeltjes doet enzo","5"
"11222","brick","stapelen","stapelen","1"
"11223","brick","iemand aanvallen","aanvallen","2"
"11224","brick","als assesoire","accessoire","3"
"11225","brick","als accesoire voor een bouwvakker","accessoire bouwvakker","4"
"11226","brick","voor of achter een auto leggen, zodat deze niet kan verschuiven","achter auto leggen zodat niet verschuiven","3"
"11227","brick","om achter een band te zetten dat het niet wegrolt","achter band zetten niet wegrolt","3"
"11228","brick","voor achter de wielen van een auto. zodat ie niet achteruitrijd","achter wielen auto zodat ie niet achteruitrijd","3"
"11229","brick","om achter of voor wielen te leggen","achter wielen leggen","3"
